q	t	bitscore	evalue
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009839079.1	131.7	2.5e-35
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009839315.1	130.6	7e-35
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009839855.1	128.3	5.1e-34
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009590975.1	125.9	5.1e-33
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009636299.1	125.9	5.1e-33
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_008410516.1	125.9	5.1e-33
ERR843963__NODE_9_length_22991_cov_6.762121_31	YP_009124079.1	125.9	5.1e-33
ERR843963__NODE_9_length_22991_cov_6.762121_31	ERR843988__NODE_57_length_12046_cov_7.995497_4	51.6	1.5e-06
ERR843963__NODE_9_length_22991_cov_6.762121_31	ERR844029__NODE_2_length_97102_cov_1893.630200_42	99.8	4.2e-25
ERR843963__NODE_9_length_22991_cov_6.762121_31	ERR844030__NODE_2_length_59593_cov_39.679280_47	56.6	5.1e-10
ERR843963__NODE_9_length_22991_cov_6.762121_31	ERR844043__NODE_1_length_117089_cov_74.896885_89	85.1	3e-20
YP_009230333.1	YP_009218501.1	243.8	9.8e-83
YP_009230333.1	YP_009216726.1	89.0	1.6e-21
YP_009230333.1	YP_009226267.1	235.3	2.1e-79
YP_009230333.1	YP_009219924.1	95.1	6.9e-24
YP_009977660.1	YP_009954063.1	136.7	4e-42
YP_009977660.1	YP_009951754.1	119.0	1.7e-34
YP_009977660.1	YP_009951849.1	137.1	1.8e-41
YP_009977660.1	YP_009951458.1	135.6	1.2e-41
YP_009977660.1	YP_009951264.1	134.0	4.8e-41
YP_009977660.1	YP_009950877.1	137.9	9.7e-43
YP_009977660.1	YP_009950783.1	137.9	9.7e-43
YP_009977660.1	YP_009952777.1	134.0	4e-41
YP_009977660.1	YP_009950972.1	136.0	5.6e-42
YP_009977660.1	YP_009953871.1	137.1	2.5e-42
YP_009977660.1	YP_009952129.1	131.3	5.5e-40
YP_009977660.1	YP_009954361.1	134.0	4e-41
YP_009977660.1	YP_009953574.1	108.2	3.1e-31
YP_009977660.1	YP_009951655.1	126.3	6.1e-38
YP_009977660.1	YP_009952224.1	137.1	1.8e-41
YP_009977660.1	YP_009637421.1	119.0	1.6e-34
YP_009977660.1	YP_009043673.1	137.5	1.4e-42
YP_009977660.1	YP_009202717.1	119.0	1.7e-34
YP_009977660.1	YP_009603136.1	59.3	7.2e-12
YP_009977660.1	YP_009300731.1	59.3	7e-12
YP_009977660.1	YP_009282316.1	138.3	6.8e-43
YP_009977660.1	YP_009951063.1	138.3	6.8e-43
YP_009977660.1	YP_009016435.1	132.5	1.3e-40
YP_009977660.1	YP_009201707.1	133.3	6.5e-41
YP_009977660.1	YP_009212820.1	137.5	1.3e-42
YP_009977660.1	YP_009978687.1	227.3	3.1e-78
YP_009977660.1	YP_009976847.1	227.3	3.1e-78
YP_009977660.1	YP_009950687.1	136.0	5.6e-42
YP_009977660.1	YP_009638643.1	128.3	4.1e-38
YP_009977660.1	YP_009125838.1	125.2	6.8e-37
YP_009791850.1	YP_009791794.1	245.4	3e-84
YP_009621230.1	YP_007007923.1	500.7	7.7e-182
YP_009621230.1	YP_009207500.1	253.1	5.9e-84
YP_009621230.1	YP_009618541.1	253.1	5.9e-84
YP_009621230.1	YP_009794749.1	253.1	5.9e-84
YP_009621230.1	YP_009808495.1	153.3	1.1e-44
YP_009621230.1	YP_009819597.1	155.6	1.4e-45
YP_009621230.1	YP_010101923.1	449.1	2.3e-161
YP_009621230.1	YP_010108767.1	449.1	2.3e-161
YP_009621230.1	YP_010108380.1	449.1	2.3e-161
YP_009621230.1	YP_010105930.1	447.2	1.3e-160
YP_009621230.1	YP_010102762.1	446.4	2.7e-160
YP_009621230.1	YP_010102578.1	446.4	2.7e-160
YP_009621230.1	YP_010105739.1	446.4	2.7e-160
YP_009621230.1	YP_010114320.1	446.4	2.7e-160
YP_009621230.1	YP_009621434.1	446.0	3.8e-160
YP_009621230.1	YP_010108573.1	446.0	3.8e-160
YP_009621230.1	YP_010108190.1	443.0	6.3e-159
YP_009621230.1	YP_010107993.1	442.6	9e-159
YP_009621230.1	NP_040641.1	136.3	1.3e-38
YP_009621230.1	YP_007112597.1	136.3	1.3e-38
YP_009621230.1	YP_009909820.1	136.3	1.3e-38
YP_009621230.1	YP_009153128.1	135.6	2.6e-38
YP_009621230.1	ERR843951__NODE_23_length_9808_cov_8.586076_13	134.4	8.8e-38
YP_009621230.1	YP_009909150.1	133.7	1.5e-37
YP_009125558.1	YP_009951654.1	87.0	2.6e-23
YP_009125558.1	NP_569816.1	180.3	3.5e-60
YP_009125558.1	YP_009016437.1	117.9	1.5e-34
YP_009125558.1	YP_009002736.1	89.0	1.2e-23
YP_009125558.1	YP_009032477.1	186.0	1.7e-62
YP_009125558.1	YP_009195329.1	186.0	1.7e-62
YP_009125558.1	YP_009951170.1	106.7	1.2e-31
YP_009125558.1	YP_003856956.1	102.1	2.3e-28
YP_009125558.1	YP_009954263.1	100.5	4.4e-28
YP_009125558.1	YP_009950880.1	96.3	5.6e-26
YP_009125558.1	YP_009950786.1	96.3	5.6e-26
YP_009125558.1	YP_009043676.1	95.9	1.3e-25
YP_009125558.1	YP_009953281.1	94.7	1.7e-25
YP_009125558.1	YP_009282319.1	95.5	1.8e-25
YP_009125558.1	YP_009952415.1	93.2	7e-25
YP_009125558.1	YP_009951554.1	92.0	2.4e-25
YP_009125558.1	YP_009954062.1	92.8	9.6e-25
YP_009125558.1	YP_009215584.1	92.8	9.9e-25
YP_009125558.1	YP_009614103.1	91.7	2.8e-24
YP_009125558.1	YP_009951262.1	89.0	4.6e-24
YP_009125558.1	YP_009953773.1	88.2	1.1e-23
YP_009125558.1	YP_009954360.1	90.1	1.1e-23
YP_009125558.1	YP_009950689.1	89.0	1.2e-23
YP_009125558.1	YP_009953870.1	90.9	1.2e-23
YP_009125558.1	YP_009951457.1	87.8	1.2e-23
YP_004009832.1	YP_004010357.1	344.4	5.2e-118
YP_004009832.1	YP_006489061.1	320.5	1.1e-108
YP_004009832.1	YP_009882199.1	356.7	6.2e-123
YP_004009832.1	YP_004300799.1	320.1	1.6e-108
YP_004009832.1	YP_009885397.1	366.7	7e-127
YP_004009832.1	YP_009881488.1	365.5	2e-126
YP_004009832.1	YP_009886985.1	365.5	2e-126
YP_004009832.1	YP_009886241.1	366.7	7e-127
YP_004009832.1	YP_009886737.1	367.5	3.5e-127
YP_004009832.1	YP_009886487.1	366.7	7e-127
YP_004009832.1	YP_009889845.1	364.4	5.7e-126
YP_004009832.1	YP_009880982.1	364.8	4e-126
YP_004009832.1	YP_009887138.1	362.1	4.6e-125
YP_004009832.1	YP_004009580.1	303.5	4.8e-102
YP_004009832.1	YP_009203958.1	296.2	3.1e-99
YP_004009832.1	YP_009618304.1	292.0	1.4e-97
YP_004009832.1	YP_009146671.1	291.2	2.9e-97
YP_004009832.1	YP_009200480.1	289.3	1.9e-96
YP_004009832.1	YP_007236053.1	286.2	3.1e-95
YP_004009832.1	YP_007501251.1	284.3	1.4e-94
YP_004009832.1	YP_009289571.1	284.3	1.5e-94
YP_004009832.1	YP_010096200.1	284.3	1.5e-94
YP_004009832.1	YP_010098470.1	283.9	2.1e-94
YP_004009832.1	YP_010089819.1	283.9	2.5e-94
YP_010002464.1	YP_009188443.1	148.7	3e-45
YP_010002464.1	YP_009291404.1	364.8	4.1e-130
YP_010002464.1	YP_009625629.1	169.5	6.6e-53
YP_010002464.1	YP_010002548.1	314.7	1.3e-110
YP_010002464.1	YP_010002378.1	313.9	5.4e-110
YP_010002464.1	YP_010002293.1	364.8	4.1e-130
YP_010002464.1	YP_010102068.1	159.1	4.1e-49
YP_010002464.1	YP_009284781.1	157.9	1.2e-48
YP_010002464.1	YP_010096615.1	157.9	1.2e-48
YP_010002464.1	YP_010096710.1	157.9	1.2e-48
YP_010002464.1	YP_010100812.1	157.9	1.2e-48
YP_010002464.1	YP_010102262.1	157.9	1.2e-48
YP_010002464.1	YP_010102163.1	157.9	1.2e-48
YP_010002464.1	YP_010103614.1	157.9	1.2e-48
YP_010002464.1	YP_009274049.1	159.5	2.6e-49
YP_010002464.1	YP_010104224.1	159.5	2.6e-49
YP_010002464.1	YP_010114929.1	159.5	2.6e-49
YP_010002464.1	YP_010098173.1	156.8	3.3e-48
YP_010002464.1	YP_010101972.1	157.5	1.6e-48
YP_010002464.1	YP_010107646.1	157.5	1.6e-48
YP_010002464.1	YP_010109272.1	156.8	3.3e-48
YP_010002464.1	YP_010109644.1	156.8	3.3e-48
YP_010002464.1	YP_010102356.1	156.4	4.7e-48
YP_010002464.1	YP_010103021.1	156.0	6.6e-48
YP_010002464.1	YP_010001450.1	147.1	1.2e-44
YP_010002464.1	YP_010059638.1	134.4	1.8e-39
YP_009842591.1	ERR843935__NODE_55_length_13301_cov_67.352408_14	64.3	3e-10
YP_009842591.1	ERR844044__NODE_5_length_49205_cov_42.743967_28	62.4	5.8e-10
YP_009842591.1	YP_008873416.1	154.5	1.7e-42
YP_009842591.1	YP_009004237.1	183.7	4.2e-54
YP_009842591.1	YP_009603247.1	137.9	1.5e-36
YP_009842591.1	YP_009595336.1	70.1	2.8e-12
YP_009842591.1	YP_009831889.1	227.3	9.9e-71
YP_009842591.1	YP_009610189.1	145.6	2e-39
YP_009842591.1	YP_009622714.1	453.8	9.4e-160
YP_009842591.1	YP_009839076.1	559.3	1.8e-201
YP_009842591.1	YP_009839312.1	563.9	2.7e-203
YP_009842591.1	YP_009840915.1	656.4	6.7e-240
YP_009842591.1	YP_010082971.1	66.6	1.3e-10
YP_009842591.1	YP_009015568.1	90.9	5e-19
YP_009842591.1	YP_009225884.1	328.9	2.3e-110
YP_009842591.1	YP_009876862.1	123.2	3.8e-31
YP_009842591.1	YP_009610699.1	327.4	9.1e-110
YP_009842591.1	YP_009610924.1	332.0	1.4e-111
YP_009842591.1	YP_009611141.1	330.5	5.4e-111
YP_009842591.1	YP_009611365.1	326.2	2.6e-109
YP_009842591.1	YP_009611595.1	326.2	2.6e-109
YP_009842591.1	YP_009839609.1	323.6	2.2e-108
YP_009842591.1	YP_009839851.1	323.2	2.9e-108
YP_009842591.1	YP_009840337.1	327.0	9.8e-110
YP_009842591.1	YP_009840094.1	317.0	8.3e-106
YP_009842591.1	YP_009841302.1	326.6	1.4e-109
YP_009842591.1	YP_010101576.1	325.9	3.7e-109
YP_009842591.1	YP_010103533.1	326.6	1.8e-109
YP_009842591.1	YP_010104048.1	330.5	5.4e-111
YP_009842591.1	YP_010104916.1	328.9	2.3e-110
YP_009842591.1	YP_010107562.1	332.8	7e-112
YP_009603246.1	ERR843919__NODE_40_length_6060_cov_8.203997_2	58.2	1.2e-09
YP_009603246.1	YP_009610188.1	405.6	1.2e-141
YP_009603246.1	YP_009004236.1	162.2	1.1e-46
YP_009603246.1	YP_010105474.1	157.5	8e-45
YP_009603246.1	YP_003857205.1	155.2	6.2e-44
YP_009603246.1	YP_010100968.1	154.1	1.7e-43
YP_009603246.1	YP_010114773.1	153.7	2.4e-43
YP_009603246.1	YP_010101380.1	153.3	3.4e-43
YP_009603246.1	YP_009635920.1	152.9	4.7e-43
YP_009603246.1	YP_009590975.1	151.4	1.9e-42
YP_009603246.1	YP_009636299.1	151.4	1.9e-42
YP_009603246.1	YP_008410516.1	151.4	1.9e-42
YP_009603246.1	YP_009124079.1	151.4	1.9e-42
YP_009603246.1	YP_009197069.1	151.4	2.1e-42
YP_009603246.1	YP_010012534.1	151.4	2.8e-42
YP_009603246.1	YP_010013174.1	149.4	1e-41
YP_009603246.1	YP_010013428.1	148.7	3.7e-41
YP_009603246.1	YP_009205541.1	147.1	8e-41
YP_009603246.1	YP_009017300.1	146.7	1.1e-40
YP_009603246.1	YP_009292590.1	146.7	1.1e-40
YP_009603246.1	YP_004539020.1	146.7	1.1e-40
YP_009603246.1	YP_008410951.1	146.4	1.6e-40
YP_009603246.1	YP_010013043.1	146.4	1.6e-40
YP_009603246.1	YP_008408732.1	146.4	1.7e-40
YP_009603246.1	YP_010013306.1	146.4	1.7e-40
YP_009965986.1	YP_009194678.1	598.2	4.9e-219
YP_009965986.1	YP_009280242.1	598.2	4.9e-219
YP_009965986.1	YP_009857872.1	597.8	7e-219
YP_009965986.1	YP_009829682.1	595.5	5.7e-218
YP_009965986.1	YP_009795030.1	590.9	3.9e-216
YP_009965986.1	YP_009805548.1	592.0	1.4e-216
YP_009965986.1	YP_009857125.1	589.7	1.1e-215
YP_009965986.1	YP_009790141.1	589.0	2.2e-215
YP_009965986.1	YP_009848696.1	589.0	2.2e-215
YP_009965986.1	YP_009849717.1	587.0	1.3e-214
YP_009965986.1	YP_009849562.1	587.0	1.3e-214
YP_009965986.1	YP_009852964.1	586.3	2.6e-214
YP_009965986.1	YP_009857299.1	586.3	2.6e-214
YP_009965986.1	YP_009202055.1	585.9	3.7e-214
YP_009965986.1	YP_009802201.1	585.1	7.5e-214
YP_009965986.1	YP_009824611.1	584.7	1.1e-213
YP_009965986.1	YP_006863.1	585.1	7.5e-214
YP_009965986.1	YP_009856432.1	583.6	3.1e-213
YP_009965986.1	YP_009283466.1	581.6	1.8e-212
YP_009965986.1	YP_009856855.1	582.8	6.2e-213
YP_009965986.1	YP_009031656.1	580.9	3.6e-212
YP_009965986.1	YP_009785224.1	582.0	1.2e-212
YP_009965986.1	YP_009856612.1	580.5	5.1e-212
YP_009965986.1	YP_006382334.1	580.9	3.6e-212
YP_009965986.1	YP_004306516.1	480.7	1.3e-172
YP_009965986.1	YP_009149811.1	577.0	1.2e-210
YP_009965986.1	YP_009784880.1	577.0	1.2e-210
YP_009965986.1	YP_009792588.1	490.0	2.8e-176
YP_009965986.1	YP_009620653.1	150.2	6.7e-43
YP_009965986.1	YP_009804469.1	574.7	9.8e-210
YP_009965986.1	YP_009800083.1	135.2	2.1e-37
YP_009965986.1	YP_009800221.1	134.0	5.8e-37
YP_009965986.1	YP_009808495.1	120.2	1.8e-31
YP_009965986.1	YP_009814600.1	150.6	4.7e-43
YP_009965986.1	YP_009841526.1	492.3	3.5e-177
YP_009965986.1	YP_009819597.1	118.2	9.6e-31
YP_009965986.1	YP_009843355.1	482.6	2.2e-173
YP_009965986.1	YP_009847268.1	137.1	5.7e-38
YP_009965986.1	YP_009847556.1	137.1	5.7e-38
YP_009965986.1	YP_009794537.1	480.7	1.3e-172
NP_958232.1	ERR843933__NODE_8_length_17372_cov_25.501935_13	449.1	3.3e-162
NP_958232.1	ERR843940__NODE_21_length_19166_cov_16.655277_15	218.8	3e-71
NP_958232.1	ERR843951__NODE_23_length_9808_cov_8.586076_13	295.0	3.7e-101
NP_958232.1	ERR843997__NODE_4_length_38532_cov_52.934610_18	308.5	1.3e-106
NP_958232.1	ERR844052__NODE_1_length_90406_cov_92.551339_48	306.2	1.3e-105
NP_958232.1	ERR844060__NODE_95_length_7089_cov_13.051606_2	306.2	1.3e-105
NP_958232.1	YP_007673971.1	177.6	5e-55
NP_958232.1	YP_008241404.1	67.4	1.5e-12
NP_958232.1	YP_009152139.1	221.5	3.5e-72
NP_958232.1	YP_009146732.1	143.3	1.8e-41
NP_958232.1	YP_009595918.1	154.5	9e-46
NP_958232.1	YP_009882018.1	219.2	2.8e-71
NP_958232.1	YP_009884187.1	222.6	1.2e-72
NP_958232.1	YP_010115020.1	231.1	5.4e-76
NP_958232.1	YP_006556.1	307.0	7.4e-106
NP_958232.1	YP_009914561.1	306.2	1.5e-105
NP_958232.1	NP_040641.1	448.4	6.6e-162
NP_958232.1	YP_007947976.1	349.0	1.4e-122
NP_958232.1	YP_007112409.1	466.5	4.5e-169
NP_958232.1	YP_009909226.1	465.3	1.4e-168
NP_958232.1	YP_002274249.1	465.3	1.4e-168
NP_958232.1	YP_009909380.1	465.3	1.4e-168
NP_958232.1	YP_007112006.1	461.8	3e-167
NP_958232.1	YP_007151664.1	460.7	8.7e-167
NP_958232.1	YP_007151729.1	458.8	5e-166
NP_958232.1	YP_007112065.1	458.8	5e-166
NP_958232.1	YP_009153128.1	454.5	2.4e-164
NP_958232.1	YP_007112597.1	448.4	6.6e-162
NP_958232.1	YP_009909820.1	448.4	6.6e-162
NP_958232.1	YP_009909150.1	446.0	5.8e-161
NP_958232.1	YP_009909888.1	443.4	6.3e-160
NP_958232.1	YP_009617222.1	393.3	2.1e-139
NP_958232.1	YP_007112195.1	361.7	1.3e-127
NP_958232.1	YP_009624938.1	306.2	1.5e-105
NP_958232.1	YP_009293559.1	306.2	1.5e-105
NP_958232.1	YP_001293400.1	121.7	3.8e-33
NP_958232.1	YP_009914774.1	297.0	6.9e-102
NP_958232.1	YP_009914663.1	305.4	2.6e-105
YP_001950107.1	YP_002154200.1	58.9	1e-09
YP_001950107.1	ERR843979__NODE_48_length_8656_cov_6.445995_11	55.8	2.7e-09
YP_001950107.1	YP_009593811.1	56.6	6.3e-09
YP_001950107.1	YP_009913897.1	56.6	6.3e-09
YP_001950107.1	YP_009193773.1	55.8	1.2e-08
YP_001950107.1	YP_009965914.1	51.6	1.4e-07
YP_009840915.1	ERR843935__NODE_55_length_13301_cov_67.352408_14	75.9	4.5e-14
YP_009840915.1	ERR843942__NODE_1_length_66462_cov_22.158327_77	63.9	3.8e-10
YP_009840915.1	YP_008873416.1	154.8	1.1e-42
YP_009840915.1	YP_009004237.1	172.2	9.1e-50
YP_009840915.1	YP_009603247.1	141.0	8.7e-38
YP_009840915.1	YP_009595336.1	74.7	7.5e-14
YP_009840915.1	YP_009831889.1	223.0	3.4e-69
YP_009840915.1	YP_009610189.1	141.4	6.6e-38
YP_009840915.1	YP_009622714.1	427.6	1.5e-149
YP_009840915.1	YP_009839076.1	542.3	6.5e-195
YP_009840915.1	YP_009839312.1	547.7	4.8e-197
YP_009840915.1	YP_010107562.1	328.6	2.4e-110
YP_009840915.1	YP_009225884.1	325.1	5.5e-109
YP_009840915.1	YP_010104916.1	323.6	2.2e-108
YP_009840915.1	YP_009610924.1	321.6	1.2e-107
YP_009840915.1	YP_010103533.1	321.2	1.8e-107
YP_009840915.1	YP_009611141.1	320.1	4.9e-107
YP_009840915.1	YP_010104048.1	320.1	4.9e-107
YP_009840915.1	YP_009610699.1	319.3	1e-106
YP_009840915.1	YP_009839609.1	316.6	8.5e-106
YP_009840915.1	YP_010101576.1	316.2	1.6e-105
YP_009840915.1	YP_009841302.1	314.7	5e-105
YP_009840915.1	YP_009611365.1	315.8	2.3e-105
YP_009840915.1	YP_009611595.1	315.8	2.3e-105
YP_009840915.1	YP_009840337.1	312.0	5.7e-104
YP_009840915.1	YP_009839851.1	311.2	1e-103
YP_009840915.1	YP_009840094.1	308.1	1.8e-102
YP_009840915.1	YP_010082971.1	69.7	1.2e-11
YP_009840915.1	YP_009015568.1	90.5	6.1e-19
YP_009840915.1	YP_009876862.1	115.5	2.2e-28
YP_010092377.1	ERR844043__NODE_1_length_117089_cov_74.896885_89	52.0	3.6e-08
YP_010092377.1	YP_009833428.1	66.2	1.7e-12
YP_010092377.1	YP_009857551.1	71.6	1.9e-14
YP_010092377.1	YP_004010081.1	410.6	1.6e-144
YP_010092377.1	YP_007501251.1	416.0	1.2e-146
YP_010092377.1	YP_009147944.1	412.1	4.1e-145
YP_010092377.1	YP_009126161.1	414.8	3.6e-146
YP_010092377.1	YP_009005501.1	389.4	3.7e-136
YP_010092377.1	YP_009146671.1	420.6	2e-148
YP_010092377.1	YP_009195631.1	241.5	2.2e-77
YP_010092377.1	YP_009289571.1	404.4	4.7e-142
YP_010092377.1	YP_009203958.1	424.1	8.6e-150
YP_010092377.1	YP_009190792.1	409.5	5e-144
YP_010092377.1	YP_009286572.1	409.8	3.4e-144
YP_010092377.1	YP_009288904.1	409.5	5e-144
YP_010092377.1	YP_010091838.1	384.0	5e-134
YP_010092377.1	YP_010089547.1	407.9	2.2e-143
YP_010092377.1	YP_010090688.1	290.0	4.7e-97
YP_010092377.1	YP_009609547.1	603.2	1.3e-220
YP_010092377.1	YP_010090933.1	530.8	5.9e-192
YP_010092377.1	YP_009618304.1	421.4	1e-148
YP_010092377.1	YP_009615696.1	412.1	4.1e-145
YP_010092377.1	YP_010094102.1	411.0	1.1e-144
YP_010092377.1	YP_010096200.1	405.2	2.4e-142
YP_010092377.1	YP_010098470.1	403.3	1.4e-141
YP_010092377.1	YP_010095180.1	389.8	2.9e-136
YP_010092377.1	YP_010068127.1	357.8	1.4e-123
YP_010092377.1	YP_010073595.1	356.7	3.7e-123
YP_010092377.1	YP_010075487.1	355.1	1.6e-122
YP_010092377.1	YP_010093585.1	247.3	1.2e-79
YP_009603136.1	YP_009300731.1	206.8	4.5e-70
YP_009603136.1	YP_009953574.1	60.5	2.2e-12
YP_009603136.1	YP_009978687.1	59.3	7.2e-12
YP_009603136.1	YP_009976847.1	59.3	7.2e-12
YP_009603136.1	YP_009952777.1	59.7	7.4e-12
YP_009603136.1	YP_009954361.1	59.7	7.4e-12
YP_009603136.1	YP_009950687.1	58.2	2.4e-11
YP_009603136.1	YP_009952129.1	58.2	3.3e-11
YP_009603136.1	YP_009950877.1	57.4	4.8e-11
YP_009603136.1	YP_009950783.1	57.4	4.8e-11
YP_009603136.1	YP_009043673.1	57.4	4.8e-11
YP_009603136.1	YP_009282316.1	57.4	4.8e-11
YP_009603136.1	YP_009951063.1	57.4	4.8e-11
YP_009603136.1	YP_009016435.1	57.0	6.7e-11
YP_009603136.1	YP_009951849.1	57.8	1.4e-10
YP_009603136.1	YP_009952224.1	57.8	1.4e-10
YP_009603136.1	YP_009954063.1	56.2	1.6e-10
YP_009603136.1	YP_009953871.1	56.2	1.7e-10
YP_009603136.1	YP_009212820.1	55.1	3.8e-10
YP_009603136.1	YP_009950972.1	53.9	1.1e-09
YP_009603136.1	YP_009637421.1	54.7	1.3e-09
YP_009603136.1	YP_009951754.1	54.7	1.3e-09
YP_009603136.1	YP_009202717.1	54.7	1.3e-09
YP_009829682.1	YP_006863.1	590.1	7.8e-216
YP_009829682.1	YP_004306516.1	468.4	9.6e-168
YP_009829682.1	YP_009031656.1	594.7	1.2e-217
YP_009829682.1	YP_009149811.1	580.5	5.1e-212
YP_009829682.1	YP_009784880.1	580.5	5.1e-212
YP_009829682.1	YP_009194678.1	596.7	2e-218
YP_009829682.1	YP_009283466.1	585.1	7.5e-214
YP_009829682.1	YP_009785224.1	585.5	5.3e-214
YP_009829682.1	YP_009202055.1	596.3	2.8e-218
YP_009829682.1	YP_009280242.1	596.7	2e-218
YP_009829682.1	YP_009792588.1	480.7	1.3e-172
YP_009829682.1	YP_009790141.1	599.0	2.4e-219
YP_009829682.1	YP_009791064.1	577.4	8.4e-211
YP_009829682.1	YP_009795030.1	592.4	9.5e-217
YP_009829682.1	YP_009804469.1	577.4	8.4e-211
YP_009829682.1	YP_009802201.1	586.6	1.8e-214
YP_009829682.1	YP_009852964.1	601.7	2.1e-220
YP_009829682.1	YP_009857299.1	595.1	8.2e-218
YP_009829682.1	YP_009849562.1	596.7	2e-218
YP_009829682.1	YP_009857872.1	593.2	4.7e-217
YP_009829682.1	YP_009805548.1	593.6	3.3e-217
YP_009829682.1	YP_009848696.1	591.7	1.9e-216
YP_009829682.1	YP_009856612.1	590.1	7.8e-216
YP_009829682.1	YP_009857125.1	589.7	1.1e-215
YP_009829682.1	YP_009849717.1	589.7	1.1e-215
YP_009829682.1	YP_009824611.1	586.6	1.8e-214
YP_009829682.1	YP_009856432.1	586.3	2.6e-214
YP_009829682.1	YP_009856855.1	585.5	5.3e-214
YP_009829682.1	YP_006382334.1	583.6	3.1e-213
YP_009829682.1	YP_009808495.1	118.2	9.6e-31
YP_009829682.1	YP_009841526.1	479.9	2.6e-172
YP_009829682.1	YP_009843355.1	474.2	5e-170
YP_009829682.1	YP_009794537.1	468.4	9.6e-168
YP_009187716.1	YP_007236433.1	195.7	1.2e-59
YP_009187716.1	YP_009012427.1	351.3	1.5e-120
YP_009187716.1	YP_008859358.1	187.2	2.4e-56
YP_009187716.1	YP_009207499.1	144.4	7.9e-42
YP_009187716.1	YP_009304854.1	123.6	6.6e-32
YP_009187716.1	YP_009277060.1	191.4	6.5e-58
YP_009187716.1	YP_009786578.1	356.3	1.6e-122
YP_009187716.1	YP_009787105.1	358.2	2.8e-123
YP_009187716.1	YP_009618540.1	222.6	3.3e-70
YP_009187716.1	YP_009794750.1	222.6	3.3e-70
YP_009187716.1	YP_009800076.1	160.6	4e-46
YP_009187716.1	YP_009808481.1	226.1	2.5e-71
YP_009187716.1	YP_009813965.1	143.7	1.2e-39
YP_009187716.1	YP_009813172.1	146.4	1.1e-40
YP_009187716.1	YP_009813336.1	142.5	3.3e-39
YP_009187716.1	YP_009819610.1	224.9	7.1e-71
YP_009187716.1	YP_009823780.1	356.3	1.6e-122
YP_009187716.1	YP_009621232.1	227.3	6.8e-72
YP_009187716.1	YP_009846489.1	293.1	8.9e-98
YP_009187716.1	YP_009984457.1	356.7	1.1e-122
YP_009187716.1	YP_009984931.1	202.6	1.1e-63
YP_009187716.1	YP_009984748.1	356.7	1.1e-122
YP_009187716.1	YP_009985324.1	352.4	5.3e-121
YP_009187716.1	YP_009985562.1	356.3	1.6e-122
YP_009187716.1	YP_009985640.1	354.0	1.3e-121
YP_009187716.1	YP_009985880.1	354.8	6.5e-122
YP_009187716.1	YP_009986850.1	355.5	3.2e-122
YP_009187716.1	YP_009987094.1	355.5	3.2e-122
YP_009187716.1	YP_009987301.1	352.8	3.7e-121
YP_009187716.1	YP_010101926.1	220.3	3.5e-69
YP_009187716.1	YP_010102764.1	222.6	4.3e-70
YP_009187716.1	YP_010105931.1	219.2	9.8e-69
YP_009187716.1	YP_010105740.1	225.3	3.9e-71
YP_009187716.1	YP_010108769.1	217.6	3.9e-68
YP_009187716.1	YP_010108382.1	217.6	3.9e-68
YP_009187716.1	YP_010108574.1	219.2	9.8e-69
YP_009187716.1	YP_010107996.1	220.7	2.8e-69
YP_009187716.1	YP_008857188.1	191.4	5.4e-58
YP_009187716.1	YP_009199963.1	189.1	4.3e-57
YP_009187716.1	YP_009222737.1	246.9	1.1e-79
YP_009187716.1	YP_009186914.1	191.4	5.4e-58
YP_009187716.1	YP_009273781.1	189.1	4.3e-57
YP_009187716.1	YP_004893912.1	443.7	9e-157
YP_009187716.1	YP_006987008.1	392.5	1.2e-136
YP_009187716.1	YP_009149017.1	443.7	9e-157
YP_009187716.1	YP_008857319.1	415.6	5.5e-146
YP_009187716.1	YP_009009331.1	253.4	3.1e-82
YP_009187716.1	YP_009832591.1	659.8	2.6e-242
YP_009187716.1	YP_009842372.1	659.8	2.6e-242
YP_009187716.1	YP_009859151.1	656.8	4.3e-241
YP_009187716.1	YP_009966206.1	600.5	7.8e-219
YP_009187716.1	YP_009835814.1	473.0	2e-168
YP_009187716.1	YP_009803360.1	352.4	5.3e-121
YP_009187716.1	YP_009851654.1	317.4	2.8e-107
YP_009187716.1	YP_009602307.1	75.1	9.1e-17
YP_009187716.1	YP_009854320.1	304.3	4.1e-102
YP_009793654.1	ERR844055__NODE_3_length_73966_cov_58.871859_73	128.6	2.9e-35
YP_009793654.1	ERR844067__NODE_28_length_10159_cov_10.137470_15	93.6	4e-22
YP_009793654.1	YP_001504287.1	152.1	2.6e-44
YP_009793654.1	YP_001429742.1	76.6	1.1e-15
YP_009793654.1	YP_009042839.1	519.2	8.6e-189
YP_009793654.1	YP_009784662.1	519.6	6.1e-189
YP_009793654.1	YP_008240013.1	519.6	6.1e-189
YP_009793654.1	YP_009592575.1	519.6	6.1e-189
YP_009793654.1	YP_009044497.1	519.6	6.1e-189
YP_009793654.1	YP_009147161.1	73.9	6.1e-16
